kvartal,dy_obs,dc_obs,dinv_obs,dx_obs,dm_obs,pi_obs,dw_obs,i_R_obs,i_3m_obs,ds_obs,dpO_obs,dyS_obs,dh_obs,db_obs
2022-03-31,0.0024587089303764013,-0.02711883111900807,0.017015885266271444,-0.005313116123115165,-0.015483533624389827,0.00437536201704028,0.0027165723328105157,-0.004783052988609302,-0.004127699637658903,-0.008743520297629991,0.2266947321831366,0.012792415223996515,0.00041792765519368946,0.0005224138263967299
2022-06-30,0.008712490034083514,0.021436444677412646,-0.014393658493700737,0.01132938955938964,0.061202843590891884,0.07153725969815064,0.004771409837160165,-0.004100948910219478,-0.0036360329709922527,0.007962121860005045,0.11086327243714865,0.012745351211559916,-0.004422599357753992,-0.0021764186309362037
2022-09-30,-0.001585751394678498,-0.012264518878957667,0.01211648136458958,0.06729314584894172,0.018723059724067834,0.06717950471339088,0.0075385092046135055,-0.0022561235378517276,-0.0005526996376589025,-0.0022677748280177205,-0.13255883510063785,0.010917452784782915,-0.009344836825309483,-0.0048530511747243415
2022-12-31,0.0013837168300802442,0.023172849533896277,-0.04541855894380316,-0.06561725263882626,0.02316712915639206,0.018829466860477956,0.009464529911982753,3.140013639069735e-05,0.0014639670290077476,0.029099357872839172,-0.13673311495862253,0.006450678897880014,-0.013667527443287558,-0.007254063474774973
2023-03-31,-0.005909793493661015,-0.03422987886700394,0.0036981433265255567,0.0017741788544190767,-0.0703812301292316,0.003682634815796254,0.010842957430137731,0.0008508111940829979,0.0015556336956744216,0.05234992947362897,-0.10029675017321162,0.007062239993154414,-0.015822006316109832,-0.008408908046651951
2023-06-30,-0.003992818646011715,-0.016760344366584724,-0.04675803218890469,0.004330279170645738,0.01500665884343176,0.06671760868951929,0.012602947502328918,0.0019569119898389725,0.0031556336956744223,0.05571565424496487,-0.04874316020556603,0.0031748135969279145,-0.015734420627664808,-0.008180357626365818
2023-09-30,-0.0055344674911062715,-0.013933813185632396,-0.03503631126769609,0.017294549111321972,-0.04034111202363379,-0.007339406750883265,0.014975225191959582,0.0036488881171599227,0.004955633695674422,-0.02612552973413269,0.0953072884016982,0.0032369788650486145,-0.01342778306459233,-0.006559147319559087
2023-12-31,-0.0054472981094645,-0.004986500039983391,0.017275561230435874,0.002945694087462229,0.005853594767478805,0.01902305041957711,0.015958904189633402,0.004632404600676398,0.004972300362341097,0.018293375528318823,-0.040962189933785434,-0.0008525418103735856,-0.009874560966288887,-0.004328846160809639
2024-03-31,-0.006029981082875297,-0.005372608964917128,-0.05006687958720431,0.016810979325161485,-0.004124795668970853,-0.0025378971286396934,0.01611469393472352,0.005168118886390697,0.0049806336956744225,-0.02510779560728622,-0.023124846319103734,0.0008913070277383144,-0.0067088066662974455,-0.0024138146063062953
2024-06-30,-0.003811017345748697,0.010844772655165221,0.02487540556265326,0.04563861502421371,0.03185422902496958,0.017350164022783693,0.015450716318467714,0.005168118886390697,0.004988967029007772,0.009673398847125637,0.010998622969502587,-0.0020621959120062853,-0.004137559820658748,-0.0009374642605483024
2024-09-30,0.003166993393428113,-0.0031052319910447688,0.024128732419786122,-0.04185769011208809,0.01848412480219684,-0.018773681726421992,0.014792448813148881,0.005168118886390697,0.005038967029007772,0.01322698902221724,-0.06684723800523597,-0.0013890227998052855,-0.0019966332793290575,0.00028126491371727354
